55500,2,*2 *2 1 1 1 1 1 1,3.284679,3.249324,5.133541e-04
56000,2,*2 *2 1 1 1 1 1 1,3.279156,3.232891,4.720202e-04
56500,2,*2 *2 1 1 1 1 1 1,3.266058,3.228203,4.309164e-04
57000,2,*2 *2 1 1 1 1 1 1,3.264943,3.222081,3.903295e-04
57500,2,*2 *2 1 1 1 1 1 1,3.250764,3.205453,3.505427e-04
58000,2,*2 *2 1 1 1 1 1 1,3.237726,3.190758,3.118335e-04
58500,2,*2 *2 1 1 1 1 1 1,3.234663,3.191669,2.744720e-04
59000,2,*2 *2 1 1 1 1 1 1,3.225899,3.181163,2.387190e-04
59500,2,*2 *2 1 1 1 1 1 1,3.224484,3.173284,2.048238e-04
60000,2,*2 *2 1 1 1 1 1 1,3.200811,3.170905,1.730229e-04
60500,2,*2 *2 1 1 1 1 1 1,3.203077,3.155179,1.435383e-04
61000,2,*2 *2 1 1 1 1 1 1,3.189991,3.152135,1.165756e-04
61500,2,*2 *2 1 1 1 1 1 1,3.190664,3.149270,9.232293e-05
62000,2,*2 *2 1 1 1 1 1 1,3.185635,3.135485,7.094954e-05
62500,2,*2 *2 1 1 1 1 1 1,3.183551,3.131020,5.260455e-05
63000,2,*2 *2 1 1 1 1 1 1,3.170254,3.132545,3.741594e-05
63500,2,*2 *2 1 1 1 1 1 1,3.174171,3.130366,2.548968e-05
64000,2,*2 *2 1 1 1 1 1 1,3.171125,3.123570,1.690899e-05
64500,2,*2 *2 1 1 1 1 1 1,3.167652,3.124123,1.173373e-05
64999,2,*2 *2 1 1 1 1 1 1,3.171024,3.132842,1.000003e-05
65000,3,*2 *2 *2 1 1 1 1,3.590679,3.586372,1.000000e-03
65500,3,*2 *2 *2 1 1 1 1,3.356864,3.339353,4.166667e-04
66000,3,*2 *2 *2 1 1 1 1,3.426100,3.392717,8.333333e-04
66500,3,*2 *2 *2 1 1 1 1,3.447070,3.418855,9.993823e-04
67000,3,*2 *2 *2 1 1 1 1,3.447552,3.411481,9.955944e-04
67500,3,*2 *2 *2 1 1 1 1,3.432716,3.395753,9.883836e-04
68000,3,*2 *2 *2 1 1 1 1,3.424787,3.381124,9.778002e-04
68500,3,*2 *2 *2 1 1 1 1,3.412392,3.367724,9.639181e-04
69000,3,*2 *2 *2 1 1 1 1,3.407521,3.365751,9.468341e-04
69500,3,*2 *2 *2 1 1 1 1,3.392148,3.349005,9.266674e-04
70000,3,*2 *2 *2 1 1 1 1,3.390760,3.343123,9.035587e-04
70500,3,*2 *2 *2 1 1 1 1,3.382397,3.340263,8.776693e-04
71000,3,*2 *2 *2 1 1 1 1,3.372094,3.329748,8.491797e-04
71500,3,*2 *2 *2 1 1 1 1,3.367730,3.319886,8.182888e-04
72000,3,*2 *2 *2 1 1 1 1,3.359236,3.313566,7.852120e-04
72500,3,*2 *2 *2 1 1 1 1,3.343547,3.297907,7.501802e-04
73000,3,*2 *2 *2 1 1 1 1,3.341712,3.291552,7.134377e-04
73500,3,*2 *2 *2 1 1 1 1,3.338941,3.293169,6.752410e-04
74000,3,*2 *2 *2 1 1 1 1,3.328195,3.272916,6.358565e-04
74500,3,*2 *2 *2 1 1 1 1,3.308408,3.261801,5.955590e-04
75000,3,*2 *2 *2 1 1 1 1,3.304824,3.263061,5.546297e-04
75500,3,*2 *2 *2 1 1 1 1,3.308247,3.245866,5.133541e-04
76000,3,*2 *2 *2 1 1 1 1,3.283756,3.234158,4.720202e-04
76500,3,*2 *2 *2 1 1 1 1,3.265880,3.222848,4.309164e-04
77000,3,*2 *2 *2 1 1 1 1,3.261980,3.217078,3.903295e-04
77500,3,*2 *2 *2 1 1 1 1,3.256359,3.219502,3.505427e-04
78000,3,*2 *2 *2 1 1 1 1,3.246156,3.202754,3.118335e-04
78500,3,*2 *2 *2 1 1 1 1,3.237920,3.199315,2.744720e-04
79000,3,*2 *2 *2 1 1 1 1,3.230167,3.188239,2.387190e-04
79500,3,*2 *2 *2 1 1 1 1,3.218714,3.180549,2.048238e-04
80000,3,*2 *2 *2 1 1 1 1,3.224706,3.168549,1.730229e-04
80500,3,*2 *2 *2 1 1 1 1,3.206208,3.168065,1.435383e-04
81000,3,*2 *2 *2 1 1 1 1,3.197723,3.157920,1.165756e-04
81500,3,*2 *2 *2 1 1 1 1,3.188864,3.164678,9.232293e-05
82000,3,*2 *2 *2 1 1 1 1,3.187725,3.149315,7.094954e-05
82500,3,*2 *2 *2 1 1 1 1,3.176835,3.149540,5.260455e-05
83000,3,*2 *2 *2 1 1 1 1,3.177917,3.143939,3.741594e-05
83500,3,*2 *2 *2 1 1 1 1,3.179879,3.140240,2.548968e-05
